Kode Pesanan,Status Pesanan,Status Terverifikasi,Waktu Pesanan,Waktu Pesanan Selesai,Waktu Pesanan Terverifikasi,Kode Produk,Nama Produk,ID Model,L1 Kategori Global,L2 Kategori Global,L3 Kategori Global,Kode Promo,Harga(Rp),Jumlah,Nama Affiliate,Username Affiliate,MCN Terhubung,ID Komisi Pesanan,Partner Promo,Jenis Promo,Nilai Pembelian(Rp),Jumlah Pengembalian(Rp),Tipe Pesanan,Estimasi Komisi per Produk(Rp),Estimasi Komisi Affiliate per Produk(Rp),Persentase Komisi Affiliate per Produk,Estimasi Komisi MCN per Produk(Rp),Persentase Komisi MCN per Produk,Estimasi Komisi per Pesanan(Rp),Estimasi Komisi Affiliate per Pesanan(Rp),Estimasi Komisi MCN per Pesanan(Rp),Catatan Produk,Platform,Tingkat Komisi,Pengeluaran(Rp),Status Pemotongan,Metode Pemotongan,Waktu Pemotongan
250604MBGQA3PA,Selesai,Sah,2025-06-04 08:26:07,2025-06-07 07:17:48,2025-06-07 07:17:48,27205948018,TaffHOME Bar Mat Splash Proof Non Slip Alas Meja Tatakan Gelas - CD0061,166585324198,Perlengkapan Rumah,Peralatan Makan,Tatakan Piring & Gelas,,23500,1,interspaceindonesia,interspaceindonesia,,79104700,,Komisi Produk Penjual,22259,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250604MBGQA3PA,Selesai,Sah,2025-06-04 08:26:07,2025-06-07 07:17:48,2025-06-07 07:17:48,27508822650,Taffware Keypad Numeric Wireless 2.4 GHz 10M - i120,79454844997,Komputer & Aksesoris,Keyboard & Mouse,Keyboard,,52200,1,interspaceindonesia,interspaceindonesia,,79104348,,Komisi Produk Penjual,49441,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250604MAX9WFUS,Selesai,Sah,2025-06-04 08:15:49,2025-06-09 00:43:11,2025-06-09 00:43:11,29368194067,FJUN Jas Hujan Portable Raincoat Transparent Poncho with Hood,197992596475,Olahraga & Outdoor,Aksesoris Olahraga & Aktivitas Outdoor,Jas Hujan,,100500,2,Opera Norway,opear.adx,,79104130,,Komisi Produk Penjual,181450,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250604M72TVNC7,Selesai,Sah,2025-06-04 07:06:46,2025-06-08 07:11:35,2025-06-08 07:11:35,27508822650,Taffware Keypad Numeric Wireless 2.4 GHz 10M - i120,79454844997,Komputer & Aksesoris,Keyboard & Mouse,Keyboard,,52200,2,Novia Anggary,ahmad_novia,,79104348,,Komisi Produk Penjual,99180,0,Pesanan Langsung,5950.8,5950.8,6%,0,0%,5950.8,5950.8,0,,WhatsApp,6%,6605,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-08 07:12:00
250604M5N5SQFA,Selesai,Sah,2025-06-04 06:41:14,2025-06-09 00:24:09,2025-06-09 00:24:09,27808826931,EACHGO Handuk Microfiber Lap Pengering Mobil 24x24cm - WJ201,223135807837,Mobil,Perawatan Kendaraan,Perawatan Interior,,4900,1,Jajang Rosandi,arkanza03,,79104299,,Komisi Produk Penjual,4900,0,Pesanan Langsung,294,294,6%,0,0%,1206,1206,0,,Others,6%,326,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-09 01:32:04
250604M5N5SQFA,Selesai,Sah,2025-06-04 06:41:14,2025-06-09 00:24:09,2025-06-09 00:24:09,28555948012,Tas Pendingin Pemanas Makanan Cooler Heater Bag Thermal Insulated Bag,233023801709,Perlengkapan Rumah,Perlengkapan Dapur,Tempat Penyimpanan Makanan,,15200,1,Jajang Rosandi,arkanza03,,79104118,,Komisi Produk Penjual,15200,0,Pesanan Langsung,912,912,6%,0,0%,0,0,0,,Others,6%,1012,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-09 01:32:04
250604KEC21T02,Selesai,Sah,2025-06-03 23:44:32,2025-06-10 02:09:44,2025-06-10 02:09:44,27658831945,Taffware Peralatan Reparasi Jam Tangan Watch Repair Tool Kit Set,226685582816,Jam Tangan,Aksesoris Jam Tangan,Alat Servis Jam Tangan,,101700,1,mariawidi,somee_id,,79104290,,Komisi Produk Penjual,91530,0,Pesanan Tidak Langsung,0,0,"7,5%",0,0%,0,0,0,,Websites,"7,5%",0,,,
250603K6123M29,Selesai,Sah,2025-06-03 21:15:13,2025-06-09 23:41:42,2025-06-09 23:41:42,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,195967376231,Perlengkapan Rumah,Lampu,,,12200,1,Rida Rindianti,rida_rindianti,,79104187,,Komisi Produk Penjual,11226,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Facebook,6%,0,,,
250603K6123M29,Selesai,Sah,2025-06-03 21:15:13,2025-06-09 23:41:42,2025-06-09 23:41:42,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,195967376232,Perlengkapan Rumah,Lampu,,,13400,1,Rida Rindianti,rida_rindianti,,79104187,,Komisi Produk Penjual,12330,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Facebook,6%,0,,,
250603K5CNSRNY,Selesai,Sah,2025-06-03 21:03:49,2025-06-10 06:56:55,2025-06-10 06:56:55,27968323672,TaffPACK Tape Lakban PTFE Heat High Temperature Insulation 10M - TF10M,257081148368,Perlengkapan Rumah,Alat Pertukangan & Renovasi Rumah,Perekat & Tape,,22800,1,Haryanto,hariesteyle,,79104144,,Komisi Produk Penjual,22800,0,Pesanan Tidak Langsung,0,0,10%,0,0%,0,0,0,,Facebook,10%,0,,,
250603K5CNSRNY,Selesai,Sah,2025-06-03 21:03:49,2025-06-10 06:56:55,2025-06-10 06:56:55,27968323672,TaffPACK Tape Lakban PTFE Heat High Temperature Insulation 10M - TF10M,257081148369,Perlengkapan Rumah,Alat Pertukangan & Renovasi Rumah,Perekat & Tape,,15400,1,Haryanto,hariesteyle,,79104144,,Komisi Produk Penjual,15400,0,Pesanan Tidak Langsung,0,0,10%,0,0%,0,0,0,,Facebook,10%,0,,,
250603JYM6GU7U,Selesai,Sah,2025-06-03 19:20:39,2025-06-07 19:37:53,2025-06-07 19:37:53,28555948012,Tas Pendingin Pemanas Makanan Cooler Heater Bag Thermal Insulated Bag,233023801711,Perlengkapan Rumah,Perlengkapan Dapur,Tempat Penyimpanan Makanan,,17484,1,Yeppo Footwear,peekaboostore,Tiktech,79104118,,Komisi Produk Penjual,13987,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250603JW91CRPS,Selesai,Sah,2025-06-03 18:38:37,2025-06-08 00:20:19,2025-06-08 00:20:19,24684332520,TaffHOME Timer Masak Dapur Magnetic Stopwatch Kitchen Timer - JS-113,147404904208,Perlengkapan Rumah,Perlengkapan Dapur,Perlengkapan Dapur Lainnya,,20400,1,renalldre,nanoboy201,,79104536,,Komisi Produk Penjual,20400,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Instagram,6%,0,,,
250603JSY16VA8,Selesai,Sah,2025-06-03 17:39:20,2025-06-07 17:14:38,2025-06-07 17:14:38,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,215296748937,Perlengkapan Rumah,Lampu,,,12500,1,Rida Rindianti,rida_rindianti,,79104187,,Komisi Produk Penjual,12500,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Facebook,6%,0,,,
250603JGQBRGQR,Selesai,Sah,2025-06-03 14:53:59,2025-06-07 16:56:57,2025-06-07 16:56:57,27408827034,TaffSTUDIO Alas Putar Fotografi Suede Rotating 360 Turntable 20cm - QM104712,158759213263,Kamera & Drone,Aksesoris Kamera,Lighting & Perlengkapan Studio Foto,,128600,1,Mitgo,kartik14534,,79104407,,Komisi Produk Penjual,122170,0,Pesanan Tidak Langsung,0,0,7%,0,0%,0,0,0,,Others,7%,0,,,
250603JCWG6ANF,Selesai,Tidak Sesuai,2025-06-03 13:45:50,2025-06-07 16:18:28,2025-06-04 10:53:30,40451588111,TaffSTUDIO Alas Putar Fotografi Rotating Display Stand Base 13.5cm,275129372340,Kamera & Drone,Aksesoris Kamera,Lighting & Perlengkapan Studio Foto,,82600,1,Chilchil,ekanftr,,105143957,,Komisi Produk Penjual,75992,0,Pesanan Langsung,0,0,5%,0,0%,0,0,0,Pesanan tidak sesuai,WhatsApp,5%,0,,,
250603JCTC17GP,Selesai,Sah,2025-06-03 13:44:05,2025-06-05 21:27:32,2025-06-05 21:27:32,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,215296748937,Perlengkapan Rumah,Lampu,,,12500,1,interspaceindonesia,interspaceindonesia,,79104187,,Komisi Produk Penjual,12500,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250603JCTC17GP,Selesai,Sah,2025-06-03 13:44:05,2025-06-05 21:27:32,2025-06-05 21:27:32,27508827050,LinQi Metal Stand Smartphone Universal Holder Foldable Rotating 360 - LQ03,217747266709,Handphone & Aksesoris,Aksesoris,Phone Holder,,10800,1,interspaceindonesia,interspaceindonesia,,79104355,,Komisi Produk Penjual,10800,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250603JCTC17GP,Selesai,Sah,2025-06-03 13:44:05,2025-06-05 21:27:32,2025-06-05 21:27:32,27606316108,SILIKOLOVE Cetakan Es Batu Silikon Heksagon 37 Grid Ice Cube Tray - DU655,246268115563,Perlengkapan Rumah,Perlengkapan Dapur,Perlengkapan Dapur Lainnya,,16732,2,interspaceindonesia,interspaceindonesia,,79104572,,Komisi Produk Penjual,33464,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250603JBAS2KHK,Selesai,Sah,2025-06-03 13:17:28,2025-06-07 19:55:24,2025-06-07 19:55:24,26618199030,Holajaju Cover Sepatu Pelindung Anti Air Hujan PVC 1 Pair with Buckle,109325548994,Sepatu Wanita,Boots,Sepatu Boot Hujan,,48100,1,hanifha syaqila,hanifha_15.03.1993,,79104162,,Komisi Produk Penjual,48100,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Facebook,6%,0,,,
250603J8SJ7SHX,Selesai,Sah,2025-06-03 12:32:03,2025-06-05 16:21:57,2025-06-05 16:21:57,40451588111,TaffSTUDIO Alas Putar Fotografi Rotating Display Stand Base 13.5cm,275129372341,Kamera & Drone,Aksesoris Kamera,Lighting & Perlengkapan Studio Foto,,84100,1,Brl,brlnlie,,105143957,,Komisi Produk Penjual,79894,0,Pesanan Tidak Langsung,0,0,5%,0,0%,0,0,0,,WhatsApp,5%,0,,,
250603HXNF227M,Selesai,Sah,2025-06-03 09:30:48,2025-06-06 17:31:21,2025-06-06 17:31:21,27205950510,[BISA COD] Taffhome Bel Pintu Rumah Tanpa Kabel 36 Nada Wireless Door Bell Waterproof EU Plug,236570580263,Elektronik,Kelistrikan,Bel,,65000,1,osikastore840,osikastore840,,79104169,,Komisi Produk Penjual,65000,0,Pesanan Langsung,3900,3900,6%,0,0%,3900,3900,0,,Shopeelive-Shopee,6%,4329,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-06 17:31:47
250603HPK4MPDS,Sedang Diproses,Sah,2025-06-03 07:06:20,,,26618199030,Holajaju Cover Sepatu Pelindung Anti Air Hujan PVC 1 Pair with Buckle,109325548994,Sepatu Wanita,Boots,Sepatu Boot Hujan,,45214,2,rizka.anandaa,rizka.anandaa,,79104162,,Komisi Produk Penjual,85906,0,Pesanan Langsung,5154.36,5154.36,6%,0,0%,5154.36,5154.36,0,Status produk ini sedang ditinjau. Komisi hanya akan dibayarkan ketika pesanan selesai.,Shopeelive-Shopee,6%,5721,Menunggu Pemotongan,,
250603GXXB1GY9,Selesai,Sah,2025-06-03 00:03:06,2025-06-06 22:21:02,2025-06-06 22:21:02,24234685532,TaffLED Fitting Lampu Bohlam LED EU Plug 220V 25A E27 with Switch - HF-666,226643130086,Perlengkapan Rumah,Lampu,,,14800,1,Iymel,ontimeng,,79104538,,Komisi Produk Penjual,14800,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Instagram,6%,0,,,
250603GXFJVQ66,Selesai,Sah,2025-06-02 23:54:51,2025-06-08 20:13:24,2025-06-08 20:13:24,27634128136,Emergency Selimut Camping Thermal 130 x 210 cm - Aluminimum Blanket,253234139909,Olahraga & Outdoor,Alat Rekreasi Olahraga & Aktivitas Outdoor,Camping & Hiking,,6700,2,Ahmad Akbar,akbar11ahmad23,,97448167,,Komisi Produk Penjual,13400,0,Pesanan Tidak Langsung,0,0,5%,0,0%,0,0,0,,Websites,5%,0,,,
250603GWQ210HF,Selesai,Sah,2025-06-02 23:41:08,2025-06-05 09:58:21,2025-06-05 09:58:21,27905947966,Electric Egg Cooker Boiler Alat Rebus Telur Elektrik Low Watt 350W,127989944831,Elektronik,Perangkat Dapur,Peralatan Masak Khusus,,58900,1,lcooyth0w1,savanaa.store,,79104117,,Komisi Produk Penjual,58900,0,Pesanan Langsung,3534,3534,6%,0,0%,3534,3534,0,,Shopeelive-Shopee,6%,3923,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-05 09:58:47
250602GQ6RUK2N,Selesai,Sah,2025-06-02 21:44:39,2025-06-05 13:02:30,2025-06-05 13:02:30,26606970278,TaffHOME Gantungan Organizer Rak Dapur Stainless Steel - ECKS2,178340403473,Perlengkapan Rumah,Perlengkapan Dapur,Rak Dapur,,7800,2,shopbackid,shopbackid_,,79104695,,Komisi Produk Penjual,15112,0,Pesanan Langsung,906.72,906.72,6%,0,0%,3301.26,3301.26,0,,ShopbackApp,6%,1006,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-05 13:02:56
250602GQ6RUK2N,Selesai,Sah,2025-06-02 21:44:39,2025-06-05 13:02:30,2025-06-05 13:02:30,26657097063,TaffHOME Tutup Pintu Otomatis Automatic Door Closer 800g - MO-206,246325225003,Perlengkapan Rumah,Furniture,Penahan Pintu,,20600,2,shopbackid,shopbackid_,,79104660,,Komisi Produk Penjual,39909,0,Pesanan Langsung,2394.54,2394.54,6%,0,0%,0,0,0,,ShopbackApp,6%,2658,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-05 13:02:56
250602GNC32SJE,Selesai,Sah,2025-06-02 21:11:50,2025-06-07 04:09:14,2025-06-07 04:09:14,27634128136,Emergency Selimut Camping Thermal 130 x 210 cm - Aluminimum Blanket,253234139909,Olahraga & Outdoor,Alat Rekreasi Olahraga & Aktivitas Outdoor,Camping & Hiking,,6700,2,refan albubaidilah,refanalbubaidilahalbubai801,,97448167,,Komisi Produk Penjual,12048,0,Pesanan Tidak Langsung,0,0,5%,0,0%,0,0,0,,Websites,5%,0,,,
250602GMRAQPNW,Selesai,Sah,2025-06-02 21:00:47,2025-06-08 04:50:52,2025-06-08 04:50:52,27634128136,Emergency Selimut Camping Thermal 130 x 210 cm - Aluminimum Blanket,253234139909,Olahraga & Outdoor,Alat Rekreasi Olahraga & Aktivitas Outdoor,Camping & Hiking,,6700,3,Mitgo,kartik14534,,97448167,,Komisi Produk Penjual,17100,0,Pesanan Tidak Langsung,0,0,5%,0,0%,0,0,0,,Others,5%,0,,,
250602GG91EQAN,Selesai,Sah,2025-06-02 19:40:39,2025-06-05 02:10:30,2025-06-05 02:10:30,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,215296748937,Perlengkapan Rumah,Lampu,,,12500,1,green_supermarket,green_supermarket,,79104187,,Komisi Produk Penjual,12500,0,Pesanan Langsung,750,750,6%,0,0%,750,750,0,,Shopeelive-Shopee,6%,833,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-05 02:10:56
250602GCD09C8D,Selesai,Sah,2025-06-02 18:31:18,2025-06-07 00:21:37,2025-06-07 00:21:37,27634128136,Emergency Selimut Camping Thermal 130 x 210 cm - Aluminimum Blanket,253234139909,Olahraga & Outdoor,Alat Rekreasi Olahraga & Aktivitas Outdoor,Camping & Hiking,,6700,4,ecomobiidkol,ecomobiidkol,,97448167,,Komisi Produk Penjual,26800,0,Pesanan Tidak Langsung,0,0,5%,0,0%,0,0,0,,Instagram,5%,0,,,
250602GBFJ2DU4,Selesai,Sah,2025-06-02 18:14:49,2025-06-07 04:37:41,2025-06-07 04:37:41,40451588111,TaffSTUDIO Alas Putar Fotografi Rotating Display Stand Base 13.5cm,275129372340,Kamera & Drone,Aksesoris Kamera,Lighting & Perlengkapan Studio Foto,,82600,1,Yeppo Footwear,peekaboostore,Tiktech,105143957,,Komisi Produk Penjual,78470,0,Pesanan Tidak Langsung,0,0,5%,0,0%,0,0,0,,Others,5%,0,,,
250602G5DW20HW,Selesai,Sah,2025-06-02 16:26:31,2025-06-05 21:06:34,2025-06-05 21:06:34,28808826852,TaffSTUDIO Alas Putar Fotografi Suede Rotating 360 Turntable 20cm - QM104712,256442150936,Kamera & Drone,Aksesoris Kamera,Lighting & Perlengkapan Studio Foto,,126900,1,Yeppo Footwear,peekaboostore,Tiktech,79104266,,Komisi Produk Penjual,120555,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250602G1X1XR21,Selesai,Sah,2025-06-02 15:23:59,2025-06-12 19:42:02,2025-06-12 19:42:02,25334593570,One Two Cups Milk Jug Latte Art Gelas Susu Kopi Espresso Frother Foam - J068,119232317129,Perlengkapan Rumah,Perlengkapan Dapur,"Peralatan Teh, Kopi, & Bartending",,38400,1,xtend1234,xtend1234,,79104900,,Komisi Produk Penjual,38400,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250602FYPD9JC2,Selesai,Sah,2025-06-02 14:43:54,2025-06-06 17:28:29,2025-06-06 17:28:29,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,195967376231,Perlengkapan Rumah,Lampu,,,12200,1,green_supermarket,green_supermarket,,79104187,,Komisi Produk Penjual,12200,0,Pesanan Langsung,732,732,6%,0,0%,732,732,0,,Shopeelive-Shopee,6%,813,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-06 17:28:55
250602FWN2VKVC,Selesai,Sah,2025-06-02 14:07:23,2025-06-04 16:17:58,2025-06-04 16:17:58,28808826852,TaffSTUDIO Alas Putar Fotografi Suede Rotating 360 Turntable 20cm - QM104712,256442150936,Kamera & Drone,Aksesoris Kamera,Lighting & Perlengkapan Studio Foto,,126900,1,vevesales123,vevesales123,,79104266,,Komisi Produk Penjual,120555,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250602FVHH40UT,Selesai,Sah,2025-06-02 13:47:29,2025-06-07 21:12:34,2025-06-07 21:12:34,27658831945,Taffware Peralatan Reparasi Jam Tangan Watch Repair Tool Kit Set,226685582816,Jam Tangan,Aksesoris Jam Tangan,Alat Servis Jam Tangan,,101700,1,Ikhda,serindu.official,,79104290,,Komisi Produk Penjual,91530,0,Pesanan Tidak Langsung,0,0,"7,5%",0,0%,0,0,0,,Twitter,"7,5%",0,,,
250602FM4EEJH5,Selesai,Sah,2025-06-02 11:17:01,2025-06-07 06:09:00,2025-06-07 06:09:00,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,195967376231,Perlengkapan Rumah,Lampu,,,12200,1,IDE TUBE,idetube,,79104187,,Komisi Produk Penjual,12200,0,Pesanan Langsung,732,732,6%,0,0%,732,732,0,,Shopeevideo-Shopee,6%,813,Telah Dipotong,Pemotongan dari Pelepasan Dana,2025-06-07 06:09:26
250602FJJ0TNAB,Dibatalkan,Sah,2025-06-02 10:48:49,,,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,215296748937,Perlengkapan Rumah,Lampu,,,12500,0,xtend1234,xtend1234,,79104187,,Komisi Produk Penjual,0,12500,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,Pesanan dibatalkan oleh Pembeli,Others,6%,0,,,
250602FBV2BYMN,Selesai,Sah,2025-06-02 08:49:09,2025-06-03 20:28:52,2025-06-03 20:28:52,28336805533,TaffSTUDIO Payung Softbox Reflektor Fotografi dengan Bohlam,234249403785,Kamera & Drone,Aksesoris Kamera,Aksesoris Flash,,211000,1,Hermawan,hermawandroid,,105406991,,Komisi Produk Penjual,184920,0,Pesanan Tidak Langsung,0,0,5%,0,0%,0,0,0,,Facebook,5%,0,,,
250602F08HWB1U,Selesai,Sah,2025-06-02 05:21:23,2025-06-07 06:55:10,2025-06-07 06:55:10,26657097063,TaffHOME Tutup Pintu Otomatis Automatic Door Closer 800g - MO-206,246325225003,Perlengkapan Rumah,Furniture,Penahan Pintu,,20600,1,platformrevinc,platformrevinc,,79104660,,Komisi Produk Penjual,18110,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250602F08HWB1U,Selesai,Sah,2025-06-02 05:21:23,2025-06-07 06:55:10,2025-06-07 06:55:10,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,215296748937,Perlengkapan Rumah,Lampu,,,12500,1,platformrevinc,platformrevinc,,79104187,,Komisi Produk Penjual,10990,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250602EU16YXSF,Selesai,Sah,2025-06-02 03:47:48,2025-06-05 22:26:49,2025-06-05 22:26:49,27383171195,TaffLED 4 in 1 Senter Laser Pointer Pen dan Stylus - T0054 / Taffled Laser,253161266685,Elektronik,Proyektor & Aksesoris,Pointer,,15100,1,ORTEGA HOBBIES 💫,khaled_exclusive,,95959491,,Komisi Produk Penjual,15100,0,Pesanan Tidak Langsung,0,0,5%,0,0%,0,0,0,,HiBrowser,5%,0,,,
250601EAG1H4VB,Dibatalkan,Sah,2025-06-01 22:51:52,,,27058825468,Taffware RF Wireless Laser Presenter Model - K100,195333524701,Elektronik,Proyektor & Aksesoris,Pointer,,46200,0,brebet.id,hasna.widiawati,,79104417,,Komisi Produk Penjual,0,43889,Pesanan Langsung,0,0,6%,0,0%,0,0,0,Pesanan dibatalkan oleh Penjual,Shopeelive-Shopee,6%,0,,,
250601EAG1H4VB,Dibatalkan,Sah,2025-06-01 22:51:52,,,27968323673,TaffPACK Lakban Heat Resistant Polyimide High Temperature Adhesive,257081148473,Perlengkapan Rumah,Alat Pertukangan & Renovasi Rumah,Perekat & Tape,,19646,0,brebet.id,hasna.widiawati,,79104134,,Komisi Produk Penjual,0,18663,Pesanan Langsung,0,0,6%,0,0%,0,0,0,Pesanan dibatalkan oleh Penjual,Shopeelive-Shopee,6%,0,,,
250601EAG1H4VB,Dibatalkan,Sah,2025-06-01 22:51:52,,,24234685532,TaffLED Fitting Lampu Bohlam LED EU Plug 220V 25A E27 with Switch - HF-666,226643130086,Perlengkapan Rumah,Lampu,,,14800,0,brebet.id,hasna.widiawati,,79104538,,Komisi Produk Penjual,0,14062,Pesanan Langsung,0,0,6%,0,0%,0,0,0,Pesanan dibatalkan oleh Penjual,Shopeelive-Shopee,6%,0,,,
250601EAG1H4VB,Dibatalkan,Sah,2025-06-01 22:51:52,,,26657097078,Balacoo Lakban Super Strong Fiber Tape Grid 25M - B089,98973287251,Buku & Alat Tulis,Perlengkapan Sekolah & Kantor,Tali & Selotip,,28576,0,brebet.id,hasna.widiawati,,79104702,,Komisi Produk Penjual,0,27147,Pesanan Langsung,0,0,10%,0,0%,0,0,0,Pesanan dibatalkan oleh Penjual,Shopeelive-Shopee,10%,0,,,
250601EAG1H4VB,Dibatalkan,Sah,2025-06-01 22:51:52,,,26657097078,Balacoo Lakban Super Strong Fiber Tape Grid 25M - B089,98973287252,Buku & Alat Tulis,Perlengkapan Sekolah & Kantor,Tali & Selotip,,18612,0,brebet.id,hasna.widiawati,,79104702,,Komisi Produk Penjual,0,17681,Pesanan Langsung,0,0,10%,0,0%,0,0,0,Pesanan dibatalkan oleh Penjual,Shopeelive-Shopee,10%,0,,,
250601E2NRKEWG,Selesai,Sah,2025-06-01 20:31:55,2025-06-12 23:52:15,2025-06-12 23:52:15,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,215296748937,Perlengkapan Rumah,Lampu,,,12500,3,Lewinashop,yessi704pandiangan,,79104187,,Komisi Produk Penjual,37500,0,Pesanan Langsung,2250,2250,6%,0,0%,2250,2250,0,,Shopeevideo-Shopee,6%,2498,Menunggu Pemotongan,,
250601E18VAJAT,Selesai,Sah,2025-06-01 20:06:48,2025-06-05 21:27:42,2025-06-05 21:27:42,24234685532,TaffLED Fitting Lampu Bohlam LED EU Plug 220V 25A E27 with Switch - HF-666,226643130086,Perlengkapan Rumah,Lampu,,,14800,1,Yeppo Footwear,peekaboostore,Tiktech,79104538,,Komisi Produk Penjual,14800,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250601E18VAJAT,Selesai,Sah,2025-06-01 20:06:48,2025-06-05 21:27:42,2025-06-05 21:27:42,24684332520,TaffHOME Timer Masak Dapur Magnetic Stopwatch Kitchen Timer - JS-113,147404904208,Perlengkapan Rumah,Perlengkapan Dapur,Perlengkapan Dapur Lainnya,,20400,1,Yeppo Footwear,peekaboostore,Tiktech,79104536,,Komisi Produk Penjual,20400,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Others,6%,0,,,
250601E17P7UNK,Dibatalkan,Sah,2025-06-01 20:06:09,,,27905947966,Electric Egg Cooker Boiler Alat Rebus Telur Elektrik Low Watt 350W,127989944831,Elektronik,Perangkat Dapur,Peralatan Masak Khusus,,58900,0,rima rivaatul,rimarivaatul,,79104117,,Komisi Produk Penjual,0,55900,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,Pesanan dibatalkan oleh Pembeli,WhatsApp,6%,0,,,
250601E09RQ667,Selesai,Sah,2025-06-01 19:49:24,2025-06-04 10:15:31,2025-06-04 10:15:31,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,195967376232,Perlengkapan Rumah,Lampu,,,13400,2,Teriyuloh,paski_shop,,79104187,,Komisi Produk Penjual,26800,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Instagram,6%,0,,,
250601E09RQ667,Selesai,Sah,2025-06-01 19:49:24,2025-06-04 10:15:31,2025-06-04 10:15:31,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,215296748937,Perlengkapan Rumah,Lampu,,,12500,1,Teriyuloh,paski_shop,,79104187,,Komisi Produk Penjual,12500,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,Instagram,6%,0,,,
250601DW6E4GAT,Selesai,Sah,2025-06-01 18:53:51,2025-06-06 01:32:35,2025-06-06 01:32:35,26957393804,TaffLED Lampu Tidur LED EU Plug Sensor Cahaya Cool White 250V 0.5W - L200,215296748937,Perlengkapan Rumah,Lampu,,,12500,1,YouTube Shopping,youtube_shopping_id,,79104187,,Komisi Produk Penjual,12500,0,Pesanan Tidak Langsung,0,0,6%,0,0%,0,0,0,,YouTube,6%,0,,,
